Unnamed: 0,Gene,scores,log2FC,p_value,q_value
333,Tbc1d19,4.087664,0.4545095,4.572062425516338e-05,0.0013797498007731
334,Chrnb1,4.069791,0.50737983,4.9300346205017805e-05,0.0014777255315679
335,Nfat5,4.0692897,0.23275208,4.916388686329822e-05,0.0014750591099188
336,Spire1,4.0675564,0.6152762,4.976877764989412e-05,0.0014888919579596
337,Rps14,4.053159,0.088223636,5.2567809267087696e-05,0.0015665913446937
338,Ptpn22,4.0508294,0.35412285,5.3389947527045066e-05,0.0015850076869572
339,Gm10419,4.049132,1.1266233,5.440602500723415e-05,0.0016090193281425
340,Rasa3,4.0472646,0.19598429,5.400316270865024e-05,0.0016001528736562
341,Tmem121b,4.034373,1.6238538,5.828483999423364e-05,0.0017111398676461
342,Plekhg1,4.0265226,1.3064864,5.9800162286936165e-05,0.0017485635023504
343,Grm1,4.022285,1.359997,6.101486793665223e-05,0.0017824032869584
344,Rps20,4.0166945,0.109686606,6.131479672943212e-05,0.0017878012984404
345,Tinagl1,4.010925,0.70310944,6.327354743800548e-05,0.001834578402047
346,Add1,4.0060763,0.22779138,6.429679118157864e-05,0.0018625077020163
347,Rgp1,3.9994602,0.23507866,6.612878382357965e-05,0.0019063723955205
348,Por,3.9988015,0.25214902,6.617941720191787e-05,0.0019063723955205
349,Prkg1,3.9952586,0.4399977,6.740398512384347e-05,0.001939847961122
350,Accs,3.9888628,0.3447249,6.926753259369546e-05,0.0019861169802696
351,Ptov1,3.9800801,0.2085159,7.154429286104026e-05,0.0020438499781176
352,Lrrc36,3.9784982,0.9031034,7.296165714743693e-05,0.0020766987528866
353,Gpatch2l,3.9699256,0.36929065,7.494547837024554e-05,0.0021249293043678
354,Traf3ip3,3.9694798,0.24699351,7.485387316312454e-05,0.0021247373432478
355,Tfpi,3.9663258,0.5284439,7.577155032517923e-05,0.0021448805398794
356,Cavin1,3.965,0.4481157,7.653214504056835e-05,0.0021624683347996
357,Use1,3.9600956,0.21406126,7.789861300903427e-05,0.0021930966725018
358,Fads1,3.9595826,0.31207946,7.824480246341429e-05,0.0022004371690174
359,Mrc2,3.9592361,2.6601088,8.029304340880228e-05,0.0022422121195805
360,Il6ra,3.9511964,0.40636036,8.096457686399444e-05,0.0022589335178415
361,Mylip,3.9495878,0.4229317,8.1529217575145e-05,0.0022706069895614
362,Bin2,3.9493313,0.16133484,8.111339326456677e-05,0.002261054040435
363,Nbea,3.9418488,0.55248827,8.423106401470197e-05,0.0023374684815447
364,Bcas3,3.94125,0.32173064,8.440883352713762e-05,0.0023403102745698
365,Gcsam,3.9267383,0.62562174,8.989879201214677e-05,0.0024726547283907
366,Olfr65,3.9264135,2.8980336,9.20731582950048e-05,0.0025190729379161
367,Ddx17,3.9263885,0.15269078,8.945706730213761e-05,0.0024626864458628
368,Gm45703,3.9230585,0.35430527,9.107147096346457e-05,0.0024982706606258
369,Gjb3,3.9152503,0.893109,9.463910218318237e-05,0.0025689056294531
370,Tle6,3.9150133,0.4711965,9.41511652557125e-05,0.0025646281883207
371,Gm973,3.914942,0.66519386,9.459554341547188e-05,0.0025689056294531
372,Mob3a,3.9146073,0.21322154,9.407402829131468e-05,0.0025646281883207
373,Cited2,3.9137676,0.26870427,9.449737188768911e-05,0.0025689056294531
374,Dmxl2,3.9135575,0.4696177,9.460658879227528e-05,0.0025689056294531
375,Pink1,3.911237,0.271875,9.526764269411468e-05,0.0025837083917732
376,Tspan14,3.9099627,0.23160596,9.581276866218072e-05,0.0025962250482257
377,Pbld1,3.9086783,1.3302141,9.79398615061648e-05,0.0026446317559573
378,Supt3,3.908592,0.2921466,9.64562077498024e-05,0.0026091068111973
379,Fnbp1l,3.9046116,0.29695013,9.811471106245284e-05,0.0026452253035864
380,Alg2,3.9003017,0.29982308,9.974407531222854e-05,0.0026840145326435
381,Adgrl4,3.895167,0.18090716,0.0001015037954088,0.0027266413138671
382,Sqstm1,3.8858912,0.22404343,0.0001055289425047,0.0028128671687555
383,Smoc1,3.8852658,1.0859079,0.000107080663535,0.0028468971273569
384,Ypel3,3.881303,0.23020968,0.00010747564917,0.0028525139604082
385,Prdm11,3.8758628,0.32281294,0.0001102474933488,0.0029161119343789
386,Clip3,3.8731675,0.87743646,0.0001120343486348,0.0029533129271278
387,Rpl6,3.867172,0.10662674,0.0001137862199598,0.002991874249291
388,4930405A10Rik,3.8642528,0.855689,0.0001168149214002,0.0030637278329741
389,Sfxn3,3.8624887,0.33240703,0.000116335415558,0.0030563144325926
390,Ttpa,3.8615654,0.5369359,0.0001172607955581,0.0030728265691703
391,Slc6a15,3.8596594,0.64204735,0.0001183994266556,0.0030844441241087
392,Ica1,3.8501172,0.29769298,0.0001223424700802,0.0031719406671437
393,Dcaf8,3.849582,0.18140315,0.0001223709438456,0.0031719406671437
394,0610039K10Rik,3.84422,0.31165013,0.0001255451705058,0.0032219456030718
395,Robo4,3.8407211,0.41663402,0.0001270335344819,0.0032494006147183
396,Fam110b,3.8369699,0.47697628,0.0001292479324498,0.0032939356636081
397,Abcg1,3.836679,0.22551258,0.0001290833291696,0.0032936931969647
398,Rbak,3.8345182,0.5064785,0.000130911128678,0.0033293884347581
399,Sash1,3.830886,0.4663956,0.0001327022295518,0.0033639202728762
400,Casc4,3.830159,0.32181886,0.0001326629476083,0.0033639202728762
401,Pde1b,3.8263586,0.6853815,0.0001354615648239,0.0034254788049501
402,Wwp2,3.823219,0.24508756,0.0001363911321927,0.0034461788673558
403,Med12,3.8196037,0.20575316,0.000138226271175,0.0034851416501842
404,Maged1,3.8067267,0.34193555,0.0001455773920364,0.0036368582099021
405,Pdk1,3.8055046,0.2531987,0.0001465846174386,0.0036555485704373
406,Supt20,3.8036592,0.21950413,0.0001475009466297,0.0036730929396092
407,Smyd3,3.80311,0.2461356,0.0001479449954131,0.0036811986719272
408,Tmem102,3.7982793,1.0462129,0.0001515608053972,0.0037531241547067
409,Gkap1,3.798175,0.30062073,0.0001509137529995,0.0037430709040691
410,Ccndbp1,3.7975445,0.3096269,0.0001511899044077,0.003746927455367
411,Kbtbd12,3.7958856,1.310015,0.0001539099310453,0.00379917733605
412,Abcc1,3.7954102,0.18447667,0.0001520297595016,0.0037586366789054
413,Tmem55a,3.7898889,0.3113373,0.0001559092310899,0.0038454720834292
414,Gm13111,3.7872808,1.1465315,0.0001588126617873,0.0039038142818405
415,Snrpn,3.7860599,1.345536,0.0001600602066938,0.0039291301173626
416,Ttc39b,3.7852585,0.34973156,0.0001589032058817,0.0039038142818405
417,Zfr2,3.7832143,0.8424927,0.0001610632735741,0.0039488337920182
418,Acss2,3.7816677,0.35918212,0.0001611172000929,0.0039488337920182
419,Tnfaip8,3.779758,0.18602835,0.000162016210599,0.0039677361101982
420,Pnisr,3.7765207,0.16393228,0.0001641066049653,0.0040126003181024
421,Elmo1,3.7759314,0.14229831,0.0001642716498538,0.004013475643518
422,Fbxo18,3.7632022,0.27056837,0.000173452155455,0.0042211675418059
423,Morn4,3.7615342,0.5821888,0.0001752601347129,0.0042580158647105
424,Gpr137b,3.7578642,0.6316261,0.0001778817469808,0.0043120701709569
425,Slc5a9,3.7473607,1.1540946,0.0001863030827184,0.0044742997893713
426,Pkd2,3.7464008,0.30988035,0.0001851336241999,0.0044590168866914
427,Csf2ra,3.7461133,0.28437456,0.0001852359444766,0.0044590168866914
428,Gm47782,3.7456555,0.5610386,0.0001869622213204,0.0044831952576554
429,Srsf5,3.7437632,0.12714393,0.0001867981872629,0.00448272342278
430,Aplp2,3.7271984,0.3061753,0.0001999395608447,0.0047394833457347
431,Jdp2,3.7168972,0.4014641,0.0002089054651781,0.0049145010683155
432,Ifitm7,3.7164242,0.9888545,0.0002092842941336,0.0049196859846582
433,P4htm,3.7152832,0.4869542,0.0002100716226499,0.0049307287212012
434,Fads2,3.714049,0.3721073,0.0002107297480111,0.0049424402303541
435,Camsap3,3.7117662,0.5497405,0.0002126759337499,0.0049730615743495
436,Mtmr9,3.7114031,0.247535,0.0002129211665153,0.0049750496492116
437,Trim23,3.7107112,0.34593582,0.0002133926779426,0.0049823179159047
438,Abca5,3.7059035,0.73649925,0.0002182703016661,0.0050647994671174
439,Dlg2,3.7051735,0.53619564,0.0002183932787965,0.0050647994671174
440,Ubl7,3.7041137,0.21843885,0.0002186504154998,0.0050669786212823
441,P2ry10b,3.7024302,1.2708111,0.0002226543770837,0.005136765506376
442,Apbb1,3.7022734,0.83423114,0.0002215177916035,0.005118148796626
443,Il15,3.70145,0.2783577,0.0002209528572383,0.0051163579457374
444,Sugp2,3.7008677,0.22017947,0.0002214157452826,0.005118148796626
445,Itga4,3.6974537,0.18787086,0.0002238509985633,0.005156709983966
446,Rabgap1l,3.696976,0.18624984,0.0002242383517945,0.0051618039572101
447,Gm42962,3.6803143,0.49080643,0.0002410714980444,0.0055084571219817
448,Cirbp,3.6767921,0.21177496,0.0002428568265541,0.0055329662765848
449,Ctsh,3.6767225,0.52432245,0.0002439642948807,0.0055541226165192
450,Acad12,3.6704838,0.58010894,0.0002503810420756,0.0056711032090271
451,Ctdsp2,3.6694107,0.19637205,0.0002499994457366,0.0056665932762491
452,Sqor,3.6692462,0.54979926,0.0002513224419168,0.0056882768140251
453,Slc9a8,3.667404,0.2567325,0.0002522409711434,0.0057049081405073
454,Vps37c,3.6673234,0.30548054,0.0002528171341158,0.0057137776315131
455,Timp2,3.6597507,0.36962286,0.0002598554718192,0.0058539020563316
456,Elmo3,3.6576998,0.50988567,0.0002627364260586,0.005886547069552
457,Muc13,3.6555114,0.27329847,0.0002643083009731,0.0059174950757896
458,Triqk,3.6506472,0.82612646,0.0002708282280759,0.0060418726057015
459,Raver2,3.6470838,0.68241245,0.0002740391084025,0.0060957997372664
460,Naga,3.6425865,0.28486547,0.0002778888068808,0.006163772228623
461,Gm32742,3.638732,0.6916417,0.0002826479349212,0.0062559275289457
462,Atp5s,3.63442,0.34646812,0.000286861327473,0.0063356364167988
463,Zfp65,3.627126,0.43023974,0.0002956819366209,0.0064980970827247
464,Slc16a2,3.6225533,0.82037425,0.0003015650696726,0.0065993658270232
465,Nr3c2,3.6221704,0.8689926,0.0003025020314748,0.0066105528384147
466,Pacs1,3.6210215,0.2900135,0.0003019514899173,0.0066031687439454
467,Rubcnl,3.6198382,0.6631372,0.0003043832043308,0.0066423131722313
468,Gm16386,3.6183414,0.5691781,0.0003054758753638,0.0066568016545075
469,Dennd2a,3.617172,0.7983626,0.0003082912929093,0.0066863958744855
470,Gstt3,3.616716,0.4647144,0.0003075332379979,0.0066828758849196
471,Msrb2,3.6165845,0.29362404,0.0003071656774927,0.0066795628733772
472,Lrrc61,3.6127224,0.6205968,0.0003129519719639,0.0067674774271555
473,Ptpn21,3.6120644,0.33051983,0.0003128315569085,0.0067674774271555
474,Zbtb16,3.6116664,0.5176068,0.000313482907394,0.006769530405639
475,Zfp831,3.610265,0.34354132,0.0003144467216942,0.0067828303346922
476,Smarcal1,3.6052215,0.31485465,0.0003210249263932,0.0069083763266038
477,Mgrn1,3.6002102,0.2672712,0.0003269910011514,0.0070173127565699
478,Stxbp2,3.595404,0.19811787,0.0003328059220597,0.0071273257225668
479,Upp1,3.5931365,0.63115716,0.0003370673720746,0.0071888414182928
480,Pkd1,3.5925553,0.22645956,0.000336340365434,0.0071811255516496
481,Spaca6,3.5914235,0.4502612,0.0003384129404799,0.0072076385738845
482,Lonrf3,3.5881968,0.5780066,0.0003429437714706,0.0072743118341072
483,Sipa1l3,3.5879645,0.2954051,0.0003429489107375,0.0072743118341072
484,Rack1,3.5877473,0.09364494,0.0003417526099244,0.0072687933932601
485,Mecomos,3.5835783,0.5336978,0.0003493923183439,0.0073807344636284
486,Fchsd1,3.575907,0.5233213,0.0003597630614766,0.007563793058927
487,Aff3,3.5725048,0.1694676,0.0003622400829233,0.0076004333074448
488,Mdfi,3.5690598,0.44496042,0.0003693379093542,0.0077128783451091
489,Rhob,3.567133,0.31949922,0.0003703745510406,0.0077241376316085
490,Gm17552,3.5669155,0.5402723,0.0003725671450482,0.007764649365894
491,Selenop,3.561085,0.18991429,0.0003780901170388,0.0078639198957848
492,Gprasp2,3.561053,0.5506052,0.0003805579115305,0.0078940980806676
493,Ncam1,3.5599754,1.3268632,0.0003834223549691,0.0079429048624806
494,Spop,3.5583136,0.18752803,0.0003830546448494,0.007940584703946
495,Cyp4f13,3.5557196,0.3845793,0.0003873311883829,0.0080013229963529
496,Zfand1,3.5523307,0.336337,0.0003924505383196,0.0080867727713609
497,Zfp113,3.5508766,0.3845559,0.0003946466044323,0.0081158682168468
498,Spata7,3.5501409,0.4516694,0.000396070017575,0.0081347363756997
499,Scp2,3.5498686,0.19409887,0.0003961462924288,0.0081347363756997
500,Eepd1,3.5486863,0.47262874,0.0003978527749322,0.0081601864068492
501,Sash3,3.5395179,0.19170338,0.0004107907342932,0.0083922925473747
502,Dcaf12l1,3.5382898,0.69783384,0.0004149010716967,0.0084706922941488
503,Prkcq,3.5367925,0.30529475,0.0004160630156956,0.0084888336572913
504,A630001O12Rik,3.5312033,0.8634156,0.0004274559671689,0.0086587019885832
505,Tmco6,3.5297694,0.36345145,0.0004273639868349,0.0086587019885832
506,Laptm5,3.5285265,0.105337456,0.0004271385542932,0.0086587019885832
507,Pik3r1,3.5279968,0.1751305,0.0004293710368906,0.0086918245166649
508,Mfng,3.5246835,0.18403164,0.0004342590048454,0.0087793260920997
509,Mras,3.5216196,0.5927431,0.0004415268285342,0.0088930293143848
510,Immp2l,3.5117466,0.30945653,0.0004565715342235,0.0091588603696663
511,A230050P20Rik,3.5086303,0.21975772,0.0004613569131858,0.0092369543682518
512,Guf1,3.507656,0.21834117,0.0004632846943497,0.009263605675236
513,Rab11b,3.5072007,0.1771573,0.0004643056793014,0.0092780464989373
514,Gm16104,3.5064692,0.7265161,0.0004674307148925,0.0093105362344829
515,Fgd4,3.506351,0.31821114,0.0004654837347027,0.0092836650056035
516,Plxnc1,3.5042248,0.23630884,0.0004691671848254,0.0093381625740905
517,Ccdc8,3.5006478,0.31367955,0.0004762194369993,0.0094371679496741
518,Ctse,3.4990718,0.19322315,0.0004776698970075,0.0094598745610813
519,Dio2,3.4981468,0.48937732,0.0004811944605176,0.009517536039779
520,Lcmt2,3.4953759,0.40807617,0.0004860570465904,0.0095831933128712
521,Wbp1l,3.4953294,0.25284708,0.0004857154833926,0.0095825431421802
522,Cmas,3.491074,0.20455606,0.0004924844244084,0.0096976023025709
523,Gbp9,3.4879756,0.86451674,0.0005014317130855,0.0098550373331943
524,Wfdc17,3.4857368,0.6162274,0.0005052065066997,0.0099010408627181
525,Sun2,3.483993,0.2155128,0.0005053691626236,0.0099010408627181
526,Fbxl20,3.4837494,0.23666926,0.0005060043103446,0.0099010408627181
527,Saraf,3.4814568,0.19188602,0.0005101482464245,0.0099632915070579
528,Tk2,3.4790742,0.3607942,0.0005162942647452,0.010064335092991
529,Rplp1,3.4763875,0.0913609,0.0005200130344611,0.0101241158364395
530,Gm16152,3.4661937,0.23078977,0.000540438938033,0.010469276570643
531,Nfic,3.4628243,0.18109442,0.0005467144006595,0.0105710599524785
532,BC018473,3.462566,0.4489586,0.0005490400357396,0.0106094214249049
533,Ophn1,3.4605336,0.592565,0.0005532803929073,0.0106780708769132
534,Tpra1,3.4588723,0.29872686,0.0005556774016271,0.0107170051758288
535,Pfkm,3.4564018,0.298757,0.0005608575289949,0.0107907737595288
536,Hid1,3.4563072,0.58995986,0.0005621449433763,0.0108088463942204
537,Ccdc97,3.4531295,0.26785618,0.0005683030723611,0.0109002565200936
538,Mansc1,3.4520454,0.38031018,0.0005698239157854,0.010922680282028
539,Itm2a,3.451631,0.3592432,0.0005709779704844,0.0109313063609447
540,Cdh15,3.4514287,1.281298,0.0005748448406897,0.0109715161880395
541,Spata13,3.4499953,0.31064695,0.0005736377981389,0.0109656935508028
542,Gm37469,3.4494324,0.83902216,0.0005771477413151,0.0110087032008969
543,Tspan13,3.4456096,0.14138629,0.0005829431095107,0.0110919928796806
544,Cln6,3.4450536,0.22645867,0.0005841554868818,0.0111014567528401
545,Phyh,3.4441032,0.3191214,0.0005865462076583,0.011140073019213
546,Aldoc,3.4402993,0.57053995,0.0005963039880675,0.0113046567408192
547,Tspan3,3.437966,0.19237465,0.0005988904389892,0.0113398443914217
548,Wdr41,3.4335299,0.29910553,0.000610286690356,0.011507543387855
549,Sept6,3.4290574,0.18121164,0.0006191381139706,0.0116521793049277
550,A230060F14Rik,3.4288836,0.9637967,0.0006249663813534,0.0117192518358512
551,Gm16141,3.4283404,0.27444085,0.0006213315525046,0.0116793030871225
552,Gm46411,3.4280367,0.56569636,0.0006244083099574,0.0117158617819396
553,Gsta4,3.4256887,0.53014606,0.0006279299899162,0.0117677187548997
554,Jup,3.4225864,0.45287254,0.0006352836755678,0.0118911778043453
555,Mysm1,3.4210248,0.18791448,0.0006380170712263,0.0119254249611269
556,Map1lc3b,3.4179518,0.17489326,0.0006448960082788,0.0120203815996904
557,Lax1,3.417854,0.32360187,0.0006458445114918,0.0120308396012938
558,Arhgap42,3.4176755,1.2436225,0.0006527873638576,0.0120948723209251
559,A430078G23Rik,3.4117334,0.2148465,0.0006597012559851,0.0122011334735604
560,Mtus1,3.4111743,0.6468214,0.0006639607757589,0.0122653027778962
561,Stat3,3.4086745,0.20287947,0.000667157427341,0.0123170271053633
562,Kdm2b,3.4071836,0.22844768,0.0006708452736135,0.0123704027800017
563,D230017M19Rik,3.407146,0.75563973,0.0006746354738793,0.0124329111990362
564,Dok3,3.4039552,0.563389,0.0006809773542749,0.0125423426941274
565,Pglyrp1,3.4020166,0.28523174,0.0006846382293041,0.0125948287527146
566,Eef2kmt,3.4009447,0.263909,0.0006864132520319,0.0126200063441961
567,P3h3,3.3993397,0.38556919,0.0006913770370629,0.0126962336676033
568,Chic1,3.3947458,0.60312533,0.000704691692502,0.0129102012550248
569,Ctsl,3.390642,0.33160484,0.0007120044905908,0.0130364831641017
570,Cped1,3.3887322,0.89396816,0.0007222278627644,0.0131770515995449
571,Rft1,3.3861012,0.34559914,0.0007257880618791,0.0132264651910415
572,Adamts6,3.385445,0.42270178,0.0007271561432362,0.0132409377944116
573,Kif6,3.3828607,1.3552196,0.0007395159259249,0.0134358768746019
574,Csf3r,3.3819623,0.21749768,0.0007350950591885,0.0133646995743447
575,Lrmda,3.3802521,0.24353649,0.0007398753568276,0.0134358768746019
576,Gm12963,3.3775795,1.2604808,0.00075448426991,0.0136135967655528
577,Mapk1ip1,3.376898,0.43277848,0.0007504730492745,0.0135727662196399
578,Stk3,3.3758144,0.28117782,0.0007522209216452,0.0135885493192835
579,Lyz2,3.3749418,0.17671093,0.0007532599269784,0.013599407274687
580,Dpp4,3.3721273,0.29565436,0.0007624822488046,0.0137296014991131
581,Numa1,3.3712626,0.14599583,0.000763600555699,0.0137381738447992
582,Plscr4,3.370801,0.42170483,0.0007671545650969,0.0137685499951794
583,H2-DMb1,3.3705761,0.30671337,0.0007671552413795,0.0137685499951794
584,Mesp2,3.3698037,1.5083152,0.0007768476431358,0.013904005684321
585,Ccdc171,3.3684406,0.32823282,0.0007721895134517,0.0138365845131088
586,Cables1,3.3681393,0.3552865,0.0007739133281104,0.0138594755350705
587,Itga2,3.3632061,0.6643227,0.000790302465641,0.0140879807494561
588,Ift43,3.3617337,0.91331017,0.0007947470439013,0.0141428538419873
589,Phlda2,3.3611655,0.6389604,0.0007938224243193,0.0141344998522865
590,Thg1l,3.3577335,0.41336516,0.0008045970916768,0.0142935660685582
591,Mamdc2,3.3494308,0.42112142,0.0008276825623546,0.014628358912236
592,Timp3,3.349316,0.6046513,0.0008272446698655,0.014628358912236
593,Adgre5,3.3417008,0.41198677,0.0008489127703905,0.0149440409631165
594,Orai1,3.3386533,0.22226892,0.0008593959476249,0.0151114509408826
595,Cebpa,3.333382,0.37383372,0.0008773439887662,0.0153921824198636
596,Cyp4v3,3.3315876,0.35813463,0.0008820347505026,0.0154570119116021
597,Hif3a,3.3294363,0.59563637,0.0008901983350554,0.0155824852866266
598,Elk3,3.326424,0.18554145,0.0008970555943481,0.0156706464887129
599,Zfp990,3.3261578,0.33689982,0.0009001571961414,0.015707974688208
600,Htr2a,3.3253083,0.5809558,0.0009044630637901,0.0157611063523434
601,Zfp512b,3.3239899,0.23251262,0.0009053649817881,0.0157679746379508
602,Kdm5b,3.3215318,0.22821511,0.0009131512702309,0.0158857626859834
603,Kmt2d,3.3205209,0.11300276,0.0009162440645278,0.0159193726161227
604,Gm11837,3.3173645,0.6632563,0.0009296297472105,0.0160644365832661
605,A530040E14Rik,3.3170815,0.7325919,0.0009313249178048,0.0160847790170151
606,Bbs10,3.3145285,0.73483485,0.0009416613261315,0.0162362071962034
607,Naip5,3.312443,0.3198446,0.0009449174913009,0.0162833090218466
608,Ccdc157,3.3120859,0.6617133,0.0009480626814544,0.0163013236141774
609,Phc1,3.3067029,0.23704542,0.0009636556661954,0.0165419565518893
610,Srr,3.3047142,0.39735755,0.0009713305256218,0.0166552881348068
611,Mocs1,3.3042617,0.39038295,0.0009739578825502,0.0166911225865516
612,Lgalsl,3.303198,0.42450058,0.0009773761432708,0.0167312355992229
613,Fam181b,3.3027005,0.67330974,0.0009794382803549,0.0167480709911142
614,Eml5,3.2974775,0.356469,0.0009963902896717,0.0170004987171306
615,Ncstn,3.2962615,0.2275591,0.0009995341154976,0.0170447736894825
616,Gm10385,3.295957,1.1011854,0.0010059681757218,0.0171450767072949
617,Tcp11l2,3.2896245,0.33645582,0.0010238142496074,0.0174133857638647
618,Rab17,3.2883701,0.43826425,0.0010293675101395,0.0174958671550977
619,Nr1h2,3.2875965,0.21186957,0.0010306883593135,0.0175087339287552
620,Slc35a5,3.2871308,0.4621307,0.001034926409152,0.0175519223284531
621,Cd300a,3.2862687,0.30502564,0.0010346541439641,0.0175519223284531
622,Snd1,3.2843664,0.16033562,0.001042221048565,0.0176467231303651
623,Rhbdd1,3.283318,0.34324408,0.0010464161560796,0.0177080985802407
624,Tsix,3.2794352,0.8443831,0.0010658123823839,0.0179677914821758
625,Scai,3.2790108,0.243257,0.0010615401256901,0.0179249622202596
626,Hdac5,3.278391,0.30717456,0.0010655471477272,0.0179677914821758
627,Fam32a,3.2765772,0.15854234,0.0010695599667718,0.0180205277386007
628,Slc37a1,3.2750683,0.29470527,0.0010777212899272,0.0181291870076446
629,Pik3ap1,3.2745986,0.32009542,0.0010788535099429,0.018138407170687
